,id,gender,own_car,own_house,income,income_type,education,family_status,housing_type,occupation_type,count_fam_mem,years_employed,age,total_due_months,status
7028,5026577,F,N,Y,81000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,61.5,5,0
7029,5026578,F,N,Y,81000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,61.5,5,0
7030,5026579,F,N,Y,81000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,61.5,5,0
7031,5026580,F,N,Y,81000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,61.5,5,0
7032,5026581,M,N,Y,67500.0,Working,Higher education,Single / not married,Own House,Laborers,1,5.6,54.0,5,0
7033,5026582,M,N,Y,67500.0,Working,Higher education,Single / not married,Own House,Laborers,1,5.6,54.0,5,0
7034,5026583,M,N,Y,67500.0,Working,Higher education,Single / not married,Own House,Laborers,1,5.6,54.0,4,0
7035,5026584,F,N,N,270000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,56.4,8,0
7036,5026586,F,N,N,270000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,56.4,8,0
7037,5026587,F,N,N,270000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,56.4,8,0
7038,5026588,F,N,N,270000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,56.4,8,0
7039,5026609,F,Y,Y,225000.0,State servant,Higher education,Separated,Own House,Managers,1,7.5,50.7,16,0
7040,5026610,F,Y,Y,225000.0,State servant,Higher education,Separated,Own House,Managers,1,7.5,50.7,16,0
7041,5026611,M,Y,Y,202500.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.1,8,0
7042,5026612,M,Y,Y,202500.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.1,8,0
7043,5026613,M,Y,Y,202500.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.1,8,0
7044,5026614,M,Y,Y,202500.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.1,5,0
7045,5026616,F,N,Y,202500.0,Working,Secondary education,Separated,Own House,Laborers,2,12.0,48.8,4,0
7046,5026617,F,N,Y,202500.0,Working,Secondary education,Separated,Own House,Laborers,2,12.0,48.8,4,0
7047,5026618,F,N,Y,202500.0,Working,Secondary education,Separated,Own House,Laborers,2,12.0,48.8,4,0
7048,5026619,F,N,Y,202500.0,Working,Secondary education,Separated,Own House,Laborers,2,12.0,48.8,4,0
7049,5026620,F,N,N,67500.0,Working,Secondary education,Civil marriage,Own House,Others,3,10.5,37.7,3,0
7050,5026621,F,N,N,67500.0,Working,Secondary education,Civil marriage,Own House,Others,3,10.5,37.7,3,0
7051,5026622,F,N,N,67500.0,Working,Secondary education,Civil marriage,Own House,Others,3,10.5,37.7,3,0
7052,5026625,F,N,Y,99000.0,Working,Secondary education,Separated,Own House,Medicine staff,1,12.35,49.5,23,0
7053,5026626,F,N,Y,99000.0,Working,Secondary education,Separated,Own House,Medicine staff,1,12.35,49.5,23,0
7054,5026628,F,N,Y,99000.0,Working,Secondary education,Separated,Own House,Medicine staff,1,12.35,49.5,23,0
7055,5026629,F,N,Y,99000.0,Working,Secondary education,Separated,Own House,Medicine staff,1,12.35,49.5,23,0
7056,5026630,F,N,Y,99000.0,Working,Secondary education,Separated,Own House,Medicine staff,1,12.35,49.5,23,0
7057,5026631,F,N,Y,99000.0,Working,Secondary education,Separated,Own House,Medicine staff,1,12.35,49.5,23,0
7058,5026632,F,N,Y,99000.0,Working,Secondary education,Separated,Own House,Medicine staff,1,12.35,49.5,23,0
7059,5026633,M,Y,N,135000.0,Working,Secondary education,Single / not married,Own House,Laborers,1,7.7,49.3,12,1
7060,5026634,M,Y,N,135000.0,Working,Secondary education,Single / not married,Own House,Laborers,1,7.7,49.3,12,1
7061,5026638,M,Y,N,135000.0,Working,Secondary education,Single / not married,Own House,Laborers,1,7.7,49.3,12,1
7062,5026642,M,Y,N,135000.0,Working,Secondary education,Single / not married,Own House,Laborers,1,7.7,49.3,12,1
7063,5026643,M,Y,N,135000.0,Working,Secondary education,Single / not married,Own House,Laborers,1,7.7,49.3,12,1
7064,5026644,M,Y,N,135000.0,Working,Secondary education,Single / not married,Own House,Laborers,1,7.7,49.3,12,1
7065,5026645,M,Y,N,135000.0,Working,Secondary education,Single / not married,Own House,Laborers,1,7.7,49.3,12,1
7066,5026647,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Sales staff,3,1.9,37.5,5,0
7067,5026653,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Sales staff,2,3.1,38.0,25,1
7068,5026654,F,Y,Y,157500.0,Working,Secondary education,Married,Own House,Sales staff,2,3.1,38.0,25,1
7069,5026688,F,Y,Y,270000.0,Working,Secondary education,Separated,Own House,Sales staff,1,6.2,47.9,17,0
7070,5026689,F,Y,Y,270000.0,Working,Secondary education,Separated,Own House,Sales staff,1,6.2,47.9,16,0
7071,5026690,F,Y,Y,270000.0,Working,Secondary education,Separated,Own House,Sales staff,1,6.2,47.9,17,0
7072,5026691,F,Y,Y,270000.0,Working,Secondary education,Separated,Own House,Sales staff,1,6.2,47.9,16,0
7073,5026692,F,N,Y,81000.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,60.2,10,0
7074,5026693,F,N,Y,81000.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,60.2,10,0
7075,5026694,F,N,Y,81000.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,60.2,10,0
7076,5026695,F,N,Y,81000.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,60.2,10,0
7077,5026696,F,N,Y,81000.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,60.2,5,0
7078,5026706,M,N,Y,76500.0,Working,Higher education,Married,Own House,Laborers,2,6.3,54.4,17,0
7079,5026707,M,N,Y,76500.0,Working,Higher education,Married,Own House,Laborers,2,6.3,54.4,21,0
7080,5026708,M,N,Y,76500.0,Working,Higher education,Married,Own House,Laborers,2,6.3,54.4,5,0
7081,5026711,M,Y,N,247500.0,Working,Secondary education,Married,Own House,Drivers,4,0.5,33.3,11,1
7082,5026712,M,Y,N,247500.0,Working,Secondary education,Married,Own House,Drivers,4,0.5,33.3,11,1
7083,5026713,M,Y,N,247500.0,Working,Secondary education,Married,Own House,Drivers,4,0.5,33.3,11,1
7084,5026714,M,Y,N,247500.0,Working,Secondary education,Married,Own House,Drivers,4,0.5,33.3,11,1
7085,5026715,M,Y,N,247500.0,Working,Secondary education,Married,Own House,Drivers,4,0.5,33.3,10,1
7086,5026720,F,N,Y,180000.0,Commercial associate,Secondary education,Single / not married,Own House,Others,1,12.35,44.2,19,0
7087,5026722,F,N,Y,180000.0,Commercial associate,Secondary education,Single / not married,Own House,Others,1,12.35,44.2,19,0
7088,5026723,F,N,Y,180000.0,Commercial associate,Secondary education,Single / not married,Own House,Others,1,12.35,44.2,19,0
7089,5026728,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Core staff,1,5.5,38.8,19,0
7090,5026732,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Core staff,1,5.5,38.8,5,0
7091,5026739,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Core staff,1,5.5,38.8,19,0
7092,5026740,M,Y,Y,216000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,5.1,52.5,5,0
7093,5026741,M,Y,Y,216000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,5.1,52.5,5,0
7094,5026742,M,Y,Y,216000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,5.1,52.5,5,0
7095,5026743,M,Y,Y,216000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,5.1,52.5,5,0
7096,5026744,M,Y,Y,216000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,5.1,52.5,4,0
7097,5026745,M,Y,Y,216000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,5.1,52.5,5,0
7098,5028237,F,Y,Y,276750.0,State servant,Higher education,Married,Own House,Others,2,6.1,44.7,14,0
7099,5028238,F,Y,Y,276750.0,State servant,Higher education,Married,Own House,Others,2,6.1,44.7,14,0
7101,5028239,F,N,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,46.1,16,0
7102,5028240,F,N,Y,157500.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,46.1,16,0
7103,5028241,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,5,1
7104,5028242,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,22,0
7105,5028243,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,12,0
7106,5028245,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,8,0
7107,5028248,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,5,0
7108,5028249,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,8,0
7109,5028250,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,27,1
7110,5028251,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,4.4,49.4,12,0
7111,5028252,M,Y,N,202500.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,5,7.1,42.0,31,0
7112,5028253,M,Y,N,202500.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,5,7.1,42.0,5,0
7113,5028254,M,Y,N,202500.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,5,7.1,42.0,19,0
7114,5028255,M,Y,N,202500.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,5,7.1,42.0,52,1
7115,5028256,F,Y,Y,130500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,12.35,38.8,60,0
7116,5028257,F,Y,Y,130500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,12.35,38.8,33,0
7117,5028259,F,Y,Y,130500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,12.35,38.8,40,0
7118,5028260,F,Y,Y,130500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,12.35,38.8,16,0
7119,5028261,F,Y,Y,130500.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,12.35,38.8,34,1
7120,5028263,F,N,N,180000.0,Working,Secondary education,Married,Municipal apartment,Core staff,2,1.7,31.4,10,1
7122,5028265,M,N,Y,112500.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,4.0,44.6,30,1
7123,5028266,M,N,Y,112500.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,4.0,44.6,18,0
7124,5028267,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Laborers,2,3.6,32.0,10,0
7125,5028268,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Laborers,2,3.6,32.0,29,1
7126,5028269,M,Y,Y,270000.0,Working,Secondary education,Married,Own House,Laborers,3,0.6,47.4,49,1
7127,5028270,M,Y,Y,270000.0,Working,Secondary education,Married,Own House,Laborers,3,0.6,47.4,43,1
7128,5028271,M,Y,Y,270000.0,Working,Secondary education,Married,Own House,Laborers,3,0.6,47.4,14,0
7129,5028272,M,Y,Y,270000.0,Working,Secondary education,Married,Own House,Laborers,3,0.6,47.4,42,1
7131,5028274,F,Y,N,276750.0,Working,Higher education,Married,Own House,Accountants,4,6.1,34.9,43,0
7132,5028275,F,Y,N,276750.0,Working,Higher education,Married,Own House,Accountants,4,6.1,34.9,51,0
7133,5028276,F,Y,N,276750.0,Working,Higher education,Married,Own House,Accountants,4,6.1,34.9,43,0
7134,5028277,F,Y,N,276750.0,Working,Higher education,Married,Own House,Accountants,4,6.1,34.9,5,0
7137,5028280,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,26,0
7138,5028281,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,38,1
7139,5028282,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,38,1
7140,5028283,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,51,1
7141,5028285,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,14,0
7142,5028286,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,19,0
7143,5028287,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,11,0
7144,5028288,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,50,1
7145,5028289,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,8,0
7146,5028290,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,46,1
7147,5028291,F,N,N,157500.0,Commercial associate,Higher education,Married,Own House,Others,3,7.6,32.7,24,0
7148,5028292,F,N,Y,276750.0,Working,Higher education,Separated,Own House,Core staff,1,12.35,54.1,25,1
7149,5028293,F,N,Y,276750.0,Working,Higher education,Separated,Own House,Core staff,1,12.35,54.1,18,1
7150,5028294,F,N,Y,276750.0,Working,Higher education,Separated,Own House,Core staff,1,12.35,54.1,25,1
7153,5028296,M,Y,Y,135000.0,Working,Secondary education,Separated,Own House,Laborers,1,1.4,38.1,45,0
7154,5028300,M,Y,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,2,1.3,54.3,12,0
7155,5028301,M,Y,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,2,1.3,54.3,12,0
7156,5028302,M,Y,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,2,1.3,54.3,12,0
7157,5028303,M,Y,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,2,1.3,54.3,4,0
7158,5028304,M,Y,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,2,1.3,54.3,12,0
7159,5028305,M,Y,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,2,1.3,54.3,12,0
7161,5028307,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,11,0
7162,5028308,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,27,1
7163,5028309,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,24,1
7164,5028310,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,17,0
7165,5028311,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,17,0
7166,5028312,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,10,1
7167,5028313,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,17,0
7168,5028314,M,N,N,157500.0,Commercial associate,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,0.8,32.6,8,0
7169,5028315,F,Y,Y,157500.0,Commercial associate,Secondary education,Married,Own House,High skill tech staff,3,8.9,37.9,16,1
7170,5028316,F,Y,Y,157500.0,Commercial associate,Secondary education,Married,Own House,High skill tech staff,3,8.9,37.9,24,1
7171,5028318,F,Y,Y,157500.0,Commercial associate,Secondary education,Married,Own House,High skill tech staff,3,8.9,37.9,10,0
7172,5028321,M,Y,N,270000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,63.0,18,0
7173,5028322,M,Y,N,270000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,63.0,18,0
7174,5028323,M,Y,N,270000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,63.0,18,0
7175,5028324,M,Y,N,270000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,63.0,18,0
7176,5028325,M,Y,N,270000.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,63.0,18,0
7177,5028326,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,2,1.7,49.3,8,1
7178,5028327,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Sales staff,2,1.7,49.3,8,0
7179,5028329,F,Y,Y,76500.0,State servant,Secondary education,Married,Own House,Core staff,2,8.6,53.1,21,0
7180,5028330,F,Y,Y,76500.0,State servant,Secondary education,Married,Own House,Core staff,2,8.6,53.1,11,0
7181,5028331,F,Y,Y,76500.0,State servant,Secondary education,Married,Own House,Core staff,2,8.6,53.1,3,0
7182,5028333,F,Y,Y,189000.0,Commercial associate,Higher education,Single / not married,Own House,Others,1,0.5,35.3,5,0
7183,5028334,F,Y,Y,189000.0,Commercial associate,Higher education,Single / not married,Own House,Others,1,0.5,35.3,5,1
7184,5028335,F,Y,Y,189000.0,Commercial associate,Higher education,Single / not married,Own House,Others,1,0.5,35.3,5,1
7185,5028337,F,Y,N,225000.0,Working,Higher education,Single / not married,Own House,Laborers,2,12.35,38.0,17,0
7186,5028338,F,Y,N,225000.0,Working,Higher education,Single / not married,Own House,Laborers,2,12.35,38.0,14,0
7187,5028341,F,Y,N,225000.0,Working,Higher education,Single / not married,Own House,Laborers,2,12.35,38.0,23,0
7188,5028342,F,Y,N,225000.0,Working,Higher education,Single / not married,Own House,Laborers,2,12.35,38.0,41,1
7189,5028343,F,Y,N,225000.0,Working,Higher education,Single / not married,Own House,Laborers,2,12.35,38.0,52,1
7193,5028346,F,N,Y,157500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,5.0,48.0,5,0
7194,5028348,F,N,Y,157500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,5.0,48.0,5,0
7195,5028349,F,N,Y,157500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,5.0,48.0,31,0
7196,5028350,F,N,Y,157500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,5.0,48.0,37,0
7197,5028351,F,N,Y,157500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,5.0,48.0,32,0
7198,5028354,M,Y,Y,276750.0,Working,Higher education,Married,Own House,Managers,3,12.35,34.0,5,0
7199,5028355,M,Y,Y,276750.0,Working,Higher education,Married,Own House,Managers,3,12.35,34.0,23,0
7200,5028356,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,6.6,54.0,12,1
7201,5028357,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,6.6,54.0,10,1
7202,5028358,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,6.6,54.0,14,0
7203,5028359,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,6.6,54.0,46,1
7204,5028360,F,N,Y,180000.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,6.6,54.0,14,1
7207,5028362,F,N,Y,135000.0,Working,Secondary education,Single / not married,Own House,Medicine staff,1,0.5,49.9,22,1
7208,5028363,F,N,Y,135000.0,Working,Secondary education,Single / not married,Own House,Medicine staff,1,0.5,49.9,58,1
7209,5028365,M,Y,N,225000.0,Working,Secondary education,Married,Office apartment,Drivers,2,2.7,41.3,47,1
7210,5028366,M,Y,N,225000.0,Working,Secondary education,Married,Office apartment,Drivers,2,2.7,41.3,11,0
7211,5028367,M,Y,N,225000.0,Working,Secondary education,Married,Office apartment,Drivers,2,2.7,41.3,47,1
